date,AAPL,ABBV,ABT,ADI,AGG,AMAT,AMD,AMGN,AMZN,ANET,APH,ARKK,ASML,AVGO,AXP,BA,BABA,BAC,BHP,BIL,BKLN,BND,BRK.B,BUD,BX,C,CAT,CHW,COST,CRM,CSCO,CVX,DE,DHR,DIS,E,EEM,EFA,EMB,ETN,EWJ,EWY,EWZ,FXI,GDX,GILD,GLD,GLDM,GOOG,GOOGL,GOVT,GS,HD,HDB,HON,HSBC,HYG,IAU,IAUM,IBM,IEF,IEFA,IEMG,IGV,IJH,INDA,INTC,ISRG,IVV,IWM,IYR,JAAA,JNJ,JPM,JPST,KO,KRE,KWEB,LLY,LMT,LOW,LQD,LRCX,MA,MCD,MRK,MS,MSFT,MU,MUFG,NEE,NFLX,NVDA,NVO,NVS,ORCL,PDD,PEP,PFE,PG,PM,QCOM,QQQ,QYLD,RIO,RSP,RTX,SAN,SAP,SCCO,SCHB,SCHD,SCHF,SCHG,SCHH,SCHX,SGOL,SGOV,SHEL,SILJ,SLV,SMFG,SMH,SPY,T,TD,TJX,TLT,TMO,TMUS,TSLA,TSM,TTE,TXN,UBER,UL,UNG,UNH,UNP,USHY,V,VCIT,VEA,VOO,VTEB,VWO,VXUS,VZ,WELL,WFC,XBI,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XOM
2022-11-28,144.22,158.43,105.39,164.01,97.88,103.47,73.19,282.62,93.95,133.7,77.82,34.99,583.34,522.21,150.87,171.83,75.88,36.86,58.98,91.64,20.69,72.47,313.27,58.17,88.1,47.23,232.3,6.23,530.92,153.69,48.08,178.36,441.21,261.16,95.69,28.84,37.6,65.76,85.07,162.55,55.53,56.84,29.65,25.55,27.3,85.21,161.93,34.55,96.25,96.05,22.92,382.36,318.92,68.59,215.77,29.28,74.22,33.01,17.39,146.18,97.15,61.8,46.33,262.51,250.6,43.18,28.725,262.64,397.69,181.84,85.77,49.2,177.33,134.35,50.22,62.7,63.01,24.93,365.77,483.21,209.04,106.99,443.23,344.59,272.88,108.45,89.89,241.76,55.75,5.36,83.73,281.17,158.27,121.23,87.68,81.39,74.05,183.89,49.57,146.6,97.63,119.54,282.71,16.32,65.2,144.87,96.9,2.87,108.0,57.63,46.43,77.32,32.9,58.46,19.69,46.77,16.68,100.36,56.49,10.1,19.26,6.73,216.03,395.91,18.82,66.61,80.03,103.19,540.03,149.9,182.92,79.22,59.6,173.0,27.76,49.59,22.36,532.27,208.52,34.77,211.26,77.9,42.5,363.95,49.54,38.69,52.03,38.24,66.64,46.98,79.65,80.53,49.4,89.35,35.49,99.46,130.74,75.96,37.71,70.21,136.12,141.75,109.81
2022-11-29,141.17,158.2,105.0,163.89,97.53,103.25,73.39,281.99,92.42,133.71,77.4,34.8,578.82,521.39,154.42,175.32,79.86,37.0,60.81,91.67,20.7,72.2,315.13,58.02,88.21,47.57,235.12,6.2,528.96,151.68,48.28,181.03,440.97,259.02,94.69,29.58,38.41,65.95,85.46,162.15,55.19,58.36,30.59,26.85,28.15,85.76,162.73,34.73,95.44,95.19,22.83,383.71,315.96,69.24,216.72,30.48,74.54,33.19,17.465,146.49,96.74,61.97,47.28,260.46,251.32,43.55,28.9,258.8,397.01,182.37,87.2,49.35,176.09,136.56,50.23,62.48,63.39,26.39,363.95,484.1,207.47,106.46,442.05,343.13,271.41,108.84,91.08,240.33,55.12,5.46,82.49,280.96,156.39,121.35,87.36,80.85,78.43,182.59,49.49,145.48,97.79,118.38,280.57,16.27,67.86,145.33,97.43,2.91,106.92,59.33,46.38,77.55,32.99,58.03,20.02,46.68,16.75,100.36,57.62,10.39,19.56,6.81,215.44,395.23,19.01,65.95,80.16,101.98,539.75,148.62,180.83,79.33,60.99,172.98,27.76,49.46,22.14,528.0,212.77,34.94,209.06,77.71,42.61,363.31,49.65,39.45,52.44,38.34,69.2,47.57,79.98,80.8,49.42,90.7,35.7,100.07,129.46,75.67,38.34,69.69,135.78,141.3,110.54
2022-11-30,148.03,161.18,107.58,171.91,98.29,109.6,77.63,286.4,96.54,139.3,80.43,37.48,608.12,551.03,157.59,178.88,87.56,37.85,62.8,91.67,20.82,72.76,318.6,58.89,91.53,48.41,236.41,6.43,539.25,160.25,49.72,183.31,441.0,273.41,97.87,29.61,39.52,67.12,86.43,163.45,55.8,60.7,31.48,28.16,29.05,87.83,164.81,35.14,101.45,100.99,22.97,386.15,323.99,70.57,219.55,30.86,75.66,33.6,17.66,148.9,97.61,63.05,48.56,271.89,257.0,44.24,30.07,270.39,409.32,187.37,89.17,49.38,178.0,138.18,50.25,63.61,64.52,28.41,371.08,485.19,212.55,107.76,472.38,356.4,272.79,110.12,93.07,255.14,57.65,5.46,84.7,305.53,169.23,124.6,89.56,83.03,82.04,185.51,50.13,149.16,99.67,126.49,293.36,16.58,68.64,148.82,98.72,2.96,110.87,61.02,47.78,78.93,33.58,60.63,20.46,48.16,16.95,100.37,58.47,10.81,20.43,6.8,227.73,407.68,19.28,66.74,80.05,102.73,560.22,151.46,194.7,82.98,62.42,180.46,29.14,50.38,21.22,547.76,217.43,35.45,217.0,78.58,43.41,374.49,49.84,40.52,53.5,38.98,71.03,47.95,83.62,82.75,51.51,91.15,36.31,101.72,135.96,77.19,39.24,71.43,139.02,146.17,111.34
2022-12-01,148.31,161.63,107.93,171.48,98.88,107.01,77.48,285.94,95.5,139.78,80.87,37.9,611.26,550.75,157.5,175.78,85.94,36.55,63.02,91.43,20.92,73.2,315.84,59.73,85.04,47.78,235.69,6.46,503.86,147.0,49.97,182.49,441.81,274.54,98.59,29.61,39.39,67.77,87.8,163.36,56.18,60.31,31.22,27.74,30.04,87.9,167.84,35.81,101.28,100.99,23.14,383.81,327.07,69.55,217.39,30.55,75.62,34.23,18.0102,149.16,98.48,63.635,48.47,274.91,256.73,44.23,29.83,274.49,409.15,186.96,89.06,49.15,178.74,136.24,50.13,63.79,64.07,28.08,370.33,483.69,215.48,108.76,463.14,360.8,273.4,109.8,93.0,254.69,55.49,5.48,84.83,316.95,171.35,126.13,89.82,84.11,83.74,185.9,51.08,149.25,102.46,126.81,293.72,16.61,69.18,149.03,99.5,2.94,112.01,61.46,47.81,79.06,33.87,60.76,20.37,48.15,17.28,100.13,58.05,11.14,20.98,6.81,227.0,407.38,19.19,68.37,79.74,105.76,564.56,151.81,194.7,82.68,61.7,177.5,28.34,51.15,20.87,536.91,215.93,35.34,217.0,79.14,43.78,374.54,49.91,40.42,53.78,38.33,70.99,46.87,83.09,82.85,51.81,90.85,36.1,101.75,136.15,76.84,39.16,71.37,139.42,146.15,110.8
2022-12-02,147.81,163.66,108.09,168.63,99.29,106.71,74.98,285.51,94.13,135.04,80.62,38.16,605.71,540.8,156.75,182.87,90.06,36.08,63.43,91.44,20.9,73.5,316.15,60.35,85.16,47.24,236.13,6.47,494.53,144.56,49.7,181.03,445.61,274.23,99.43,29.06,39.54,67.72,87.43,163.31,55.93,59.44,31.32,28.53,29.92,89.03,167.26,35.69,100.83,100.44,23.19,380.58,327.99,68.2,219.08,30.58,75.56,34.12,17.96,148.67,98.68,63.65,48.68,271.87,257.0,44.0,29.41,272.25,408.71,188.05,88.78,49.13,178.88,135.16,50.15,64.35,63.95,29.85,374.76,496.23,214.84,109.42,457.67,360.06,273.4,110.04,92.1,255.02,54.68,5.5,85.2,320.41,168.76,126.9,89.99,83.35,86.34,185.69,50.91,150.61,104.3,125.66,292.55,16.62,69.82,148.94,101.01,2.95,112.03,61.97,47.77,79.01,33.85,60.58,20.34,48.08,17.23,100.14,57.72,11.21,21.29,6.83,223.88,406.91,19.02,68.59,80.19,107.09,563.0,152.41,194.86,81.5,60.61,177.66,28.75,51.5,19.08,536.16,214.73,35.35,217.66,79.33,43.74,374.0,49.9,40.67,53.83,38.18,71.08,45.94,85.66,83.76,51.94,90.31,35.93,102.33,135.36,77.19,38.97,71.03,139.78,145.96,109.86
2022-12-05,146.63,163.94,105.41,167.84,98.51,106.43,73.62,284.91,91.01,132.83,79.48,36.07,600.79,530.64,156.08,185.1,90.52,34.47,62.48,91.45,20.88,72.92,310.57,59.45,81.97,45.64,232.57,6.31,488.66,133.93,49.33,176.56,436.89,267.97,95.93,28.65,39.09,66.83,86.09,160.36,54.76,58.06,30.25,28.44,28.84,87.98,164.39,35.08,99.87,99.48,23.035,371.54,320.08,68.39,215.6,30.4,74.84,33.51,17.655,147.41,97.68,62.78,48.11,261.73,250.71,43.45,29.17,269.72,401.35,182.87,87.19,49.17,178.78,131.37,50.14,63.47,60.75,29.78,369.29,490.67,206.18,108.49,452.6,356.09,271.59,110.01,89.81,250.2,54.04,5.38,85.15,312.59,166.1,127.08,90.96,79.43,87.8,183.12,50.73,149.09,103.48,123.3,287.64,16.52,69.46,146.06,100.68,2.91,110.27,60.64,46.84,77.65,33.33,59.34,19.97,47.18,16.92,100.17,57.4,10.66,20.44,6.68,221.21,399.59,18.75,67.16,79.46,105.59,557.21,150.62,182.45,81.62,59.77,177.39,27.7,50.99,17.1,535.04,211.06,35.02,213.68,78.74,43.08,367.34,49.83,40.26,53.09,37.07,70.19,43.66,82.88,82.1,51.12,87.63,35.04,100.62,133.11,76.22,38.31,70.63,138.44,141.75,106.85
2022-12-06,142.91,163.72,103.86,166.51,98.8,104.71,70.27,283.29,88.25,129.04,78.27,34.62,593.05,525.82,154.7,178.43,91.45,33.0,62.74,91.48,20.71,73.16,307.78,59.02,78.73,44.98,228.29,6.23,481.16,133.27,48.59,172.01,438.25,265.35,92.29,28.4,39.04,66.53,85.62,157.81,54.59,57.08,30.73,28.8,28.85,87.96,164.84,35.18,97.31,96.98,23.13,362.91,317.45,68.22,213.19,30.37,74.57,33.62,17.69,147.5,98.28,62.46,48.02,257.29,247.68,43.14,28.6,266.31,395.61,180.07,86.37,49.15,176.1,131.59,50.16,63.44,60.16,30.35,368.54,484.0,201.91,108.82,443.09,347.53,271.77,108.93,87.51,245.12,53.68,5.4,85.18,305.56,159.87,125.79,90.74,78.91,86.91,181.63,49.71,149.28,101.63,119.78,281.68,16.35,70.34,144.46,98.73,2.93,107.77,60.86,46.15,76.72,33.15,58.23,19.79,46.48,16.97,100.19,56.68,10.62,20.44,6.72,216.36,393.83,19.17,66.03,79.36,106.95,550.53,149.39,179.82,79.56,60.12,174.34,26.92,51.17,16.39,539.32,211.14,34.9,209.08,78.93,42.79,362.03,49.87,40.29,52.85,36.89,68.2,43.4,80.59,81.37,49.65,85.32,34.73,99.43,130.26,75.75,38.02,71.07,137.39,139.54,103.88
2022-12-07,140.94,165.4,104.81,166.01,99.68,106.11,70.14,285.76,88.46,126.76,78.06,34.35,601.35,518.5,154.77,176.5,88.33,32.74,62.45,91.48,20.73,73.8,305.82,59.35,77.64,44.67,228.98,6.21,481.97,130.48,48.18,172.52,440.65,268.24,92.15,27.98,38.81,66.53,86.86,157.27,54.75,57.39,30.52,28.18,29.41,87.79,166.33,35.49,95.15,94.94,23.3,359.92,320.15,67.57,213.45,30.07,74.98,33.91,17.85,147.27,99.14,62.45,47.77,255.95,247.3,43.23,28.33,267.96,394.85,179.54,86.54,49.14,177.17,131.5,50.17,63.54,60.12,29.66,371.97,481.2,206.89,110.03,444.28,347.42,270.34,110.09,87.28,244.37,53.82,5.45,85.29,308.42,161.2,125.24,91.73,78.78,85.82,182.18,50.24,150.24,101.88,118.21,280.53,16.33,69.85,144.22,99.04,2.93,107.87,60.03,45.82,76.03,32.54,57.89,19.68,46.2,17.13,100.18,56.35,10.85,20.92,6.77,216.31,393.16,19.3,65.38,79.4,109.47,558.14,148.79,174.04,79.24,59.25,173.75,26.4,50.82,17.74,542.91,212.22,35.08,207.81,79.53,42.79,361.33,50.06,40.05,52.73,37.17,65.0,42.45,81.09,81.19,49.4,85.12,34.59,99.3,129.6,76.07,38.1,70.74,138.52,138.7,103.65
2022-12-08,142.65,165.99,106.92,169.65,99.38,108.61,70.47,285.57,90.35,128.13,79.55,35.16,606.89,531.08,154.12,179.08,94.17,32.44,63.47,91.54,20.77,73.59,305.99,59.57,79.05,44.69,230.92,6.16,481.42,130.13,48.99,173.54,442.93,271.82,92.55,28.37,39.28,66.87,86.7,158.75,55.09,57.62,29.97,29.1,29.41,89.47,166.47,35.52,93.95,93.71,23.24,358.08,324.09,68.03,213.35,30.23,75.04,33.94,17.86,147.78,98.58,62.78,48.29,260.58,249.28,43.35,28.44,272.02,397.95,180.84,87.2,49.19,177.2,132.88,50.19,63.81,60.28,31.47,371.79,485.38,203.56,109.68,455.0,351.17,273.39,110.85,88.69,247.4,55.2,5.44,85.76,310.26,171.69,127.79,91.58,80.07,91.11,183.78,51.78,151.32,102.06,121.75,283.85,16.44,71.8,145.15,99.49,2.91,107.82,61.46,46.19,76.49,32.69,58.53,19.83,46.57,17.14,100.23,56.59,10.82,21.21,6.77,221.82,396.24,19.12,66.2,78.68,109.17,567.95,143.81,173.44,80.8,59.76,176.36,26.45,50.4,18.25,547.92,213.03,35.12,209.1,79.24,43.03,364.18,49.98,40.51,53.11,37.1,65.7,42.58,81.58,81.79,49.3,84.74,34.62,99.89,131.72,76.48,38.38,71.2,139.77,140.04,104.42
2022-12-09,142.16,163.06,107.51,168.68,98.79,107.34,68.59,278.65,89.09,127.9,78.51,34.65,597.7,544.72,153.9,179.54,91.34,32.38,63.98,91.53,20.8,73.16,306.39,59.61,78.48,44.86,227.29,5.95,483.02,131.11,48.46,168.0,434.81,269.34,93.38,28.11,39.02,66.91,86.1,158.28,55.26,58.04,29.94,28.95,29.07,87.97,167.06,35.64,93.07,92.83,23.095,359.14,320.48,68.7,211.63,30.36,75.04,34.05,17.94,147.05,97.85,62.85,48.01,259.33,246.55,42.78,28.24,270.6,395.01,178.62,87.09,49.21,175.74,132.16,50.19,63.14,60.04,31.03,360.99,483.58,201.77,108.86,450.2,348.83,272.04,108.78,89.47,245.42,54.87,5.47,84.51,320.01,170.01,128.91,90.95,79.86,89.71,183.1,51.72,150.92,102.09,119.05,282.04,16.41,72.49,144.03,98.27,2.91,107.29,60.67,45.86,76.01,32.71,58.1,19.79,46.23,17.19,100.23,55.61,10.72,21.56,6.79,220.04,393.28,19.09,66.35,78.06,106.33,560.23,141.57,179.05,80.69,58.83,174.26,26.55,50.35,19.26,539.2,211.35,35.11,208.7,78.88,43.06,361.52,49.88,40.17,53.03,37.4,66.67,42.5,79.53,80.98,49.44,82.68,34.53,99.07,130.91,75.89,38.3,70.83,137.98,139.43,103.54
2022-12-12,144.49,165.32,109.49,172.26,98.81,109.37,70.67,276.78,90.55,130.96,80.19,35.31,609.99,556.63,157.31,186.27,89.41,32.73,63.09,91.54,20.83,73.16,311.45,59.99,82.47,45.77,233.06,5.94,487.68,133.11,49.3,169.75,437.05,273.49,94.66,28.8,38.9,67.11,86.42,160.83,55.25,58.2,29.12,28.61,28.94,88.54,165.68,35.35,93.56,93.31,23.08,363.18,327.98,69.31,214.5,30.46,75.33,33.76,17.79,149.21,97.71,62.96,47.85,265.52,249.11,42.95,28.69,273.84,400.55,180.72,87.73,49.36,177.84,134.21,50.19,63.97,60.59,30.13,367.25,486.32,205.08,108.72,464.3,358.17,276.62,108.97,91.12,252.51,55.35,5.47,86.55,315.18,175.35,129.81,90.88,81.28,86.07,183.97,52.16,152.47,102.6,121.21,285.58,16.48,71.13,146.15,99.56,2.91,108.36,60.48,46.52,76.97,32.81,58.92,19.93,46.88,17.06,100.25,56.36,10.65,21.46,6.81,223.96,398.95,19.3,66.92,78.76,106.67,567.6,142.4,167.82,80.43,59.76,177.48,27.03,50.68,19.91,545.86,215.83,35.23,214.59,78.8,43.17,366.68,49.85,40.06,53.07,37.95,65.73,42.86,81.53,81.68,49.83,84.85,34.99,100.77,133.77,76.69,38.62,72.45,139.45,139.78,106.09
2022-12-13,145.47,164.79,111.53,175.49,99.47,111.87,71.65,272.26,92.49,133.02,81.97,35.29,628.27,571.04,157.52,187.13,91.41,32.75,63.36,91.54,20.99,73.66,312.33,60.81,83.44,46.59,235.49,5.98,488.2,135.62,49.64,173.53,437.19,276.68,94.7,29.56,38.59,67.79,87.25,163.64,55.92,58.25,26.5,28.36,29.78,88.75,168.51,35.94,95.85,95.63,23.23,368.69,332.89,69.68,214.96,30.85,76.11,34.36,18.08,150.57,98.59,63.58,47.57,269.84,249.61,43.21,28.73,281.74,402.01,181.38,88.57,49.24,179.21,134.08,50.21,63.99,59.6,30.84,358.66,480.22,211.22,109.67,475.94,357.15,274.28,110.91,92.71,256.92,55.24,5.56,87.15,320.34,180.72,132.84,91.21,80.56,88.74,183.87,53.07,152.24,102.32,123.49,288.65,16.66,71.61,147.17,99.89,2.95,109.81,61.07,46.87,77.35,33.26,59.56,20.29,47.25,17.34,100.26,57.38,10.88,21.83,6.85,227.69,401.97,19.12,65.4,79.16,107.7,571.38,140.58,160.95,80.51,61.66,177.5,26.98,50.66,21.27,538.22,218.02,35.59,213.04,79.52,43.73,369.39,50.02,40.27,53.7,37.86,66.26,42.62,82.82,82.81,50.67,86.46,35.08,101.15,135.35,76.58,39.47,72.67,139.88,139.78,107.25
2022-12-14,143.21,164.86,111.26,171.68,99.69,109.64,68.93,271.13,91.58,130.99,81.72,34.93,615.86,574.44,154.11,188.25,90.91,32.28,62.41,91.57,20.92,73.84,309.29,61.14,80.6,45.98,234.48,5.98,483.52,134.75,49.3,172.33,438.44,274.23,94.15,28.79,38.61,67.73,87.12,161.36,55.87,58.01,26.47,28.54,29.63,88.4,168.1,35.86,95.31,95.07,23.26,360.38,333.43,69.26,214.72,30.62,75.68,34.28,18.05,149.86,98.86,63.51,47.59,269.26,248.48,43.06,28.26,280.65,399.6,180.19,87.97,49.32,179.76,133.41,50.21,63.99,58.5,30.93,363.5,485.19,212.11,109.77,468.24,357.51,274.53,111.55,90.5,257.22,54.59,5.5,87.05,317.83,176.74,134.72,92.53,81.82,90.01,183.36,54.48,152.84,102.46,121.71,286.51,16.71,70.72,146.3,99.95,2.91,109.71,61.29,46.61,77.03,33.2,59.2,20.13,46.97,17.3,100.26,56.76,10.81,21.99,6.83,223.77,399.4,18.9,64.57,79.29,108.16,567.23,142.36,156.8,80.02,60.67,175.82,27.47,51.36,19.47,538.36,217.58,35.38,213.32,79.63,43.71,367.16,50.02,40.34,53.63,37.45,67.35,42.18,83.09,81.92,50.01,85.93,34.64,100.96,134.21,76.53,39.09,72.58,140.1,138.74,106.46
2022-12-15,136.5,163.1,108.52,166.09,99.61,104.56,66.53,266.14,88.45,125.58,78.15,33.22,586.34,558.0,150.22,183.72,86.21,31.77,61.67,91.59,20.85,73.88,301.91,59.74,77.4,44.62,230.66,5.88,463.91,130.44,48.15,171.04,429.79,270.08,90.49,28.16,37.72,66.0,86.32,155.38,54.51,55.5,26.36,27.86,28.32,86.58,165.35,35.29,91.2,90.86,23.265,349.83,327.6,68.29,208.97,29.97,75.0,33.72,17.76,142.36,98.86,61.91,46.53,259.88,242.89,42.28,27.15,267.3,389.7,175.68,86.71,49.34,177.49,130.1,50.14,63.11,57.43,29.95,360.01,478.79,208.02,109.53,446.06,346.25,271.73,109.63,87.79,249.01,52.04,5.4,85.81,290.41,169.52,133.68,90.89,80.07,87.15,180.25,53.61,151.11,101.27,116.64,276.89,16.36,70.45,143.09,98.49,2.83,105.58,59.89,45.41,75.48,32.36,57.3,19.89,45.81,17.02,99.97,56.15,10.39,21.24,6.73,215.25,389.63,18.47,63.61,78.66,108.32,553.79,140.2,157.67,77.61,60.36,170.01,26.24,50.54,20.92,527.68,212.31,35.13,207.91,79.75,42.57,358.13,50.01,39.56,52.35,37.77,67.12,41.37,80.69,79.42,48.06,85.41,33.96,98.52,129.19,75.23,38.64,71.7,137.53,136.46,105.44
2022-12-16,134.51,160.48,106.91,166.82,99.35,104.73,65.41,267.41,87.86,123.66,77.66,33.26,574.32,555.91,146.3,184.7,86.79,31.7,61.18,91.59,20.89,73.69,300.0,59.63,75.39,44.35,232.72,5.79,461.45,128.27,47.81,168.72,431.09,262.03,90.08,27.65,37.83,65.42,85.87,154.5,54.55,56.31,26.21,27.94,28.6,86.76,166.79,35.59,90.86,90.26,23.215,346.35,323.34,68.9,209.74,29.88,74.6,34.0,17.91,140.16,98.61,61.42,46.6,257.92,240.17,42.2,26.92,264.68,384.94,174.37,84.52,49.36,175.67,129.29,50.16,62.75,56.94,30.06,359.87,481.79,206.14,109.06,443.92,345.84,266.12,109.2,86.86,244.69,52.07,5.48,84.14,290.71,165.71,133.18,90.48,79.58,87.03,180.34,51.4,150.44,100.28,114.53,274.25,16.2,69.43,141.36,98.34,2.87,105.36,59.76,44.93,74.83,32.12,56.57,19.35,45.26,17.18,99.98,54.96,10.6,21.37,6.78,213.58,383.27,18.49,63.25,77.65,107.11,536.44,142.36,150.23,76.3,59.6,169.55,25.97,50.27,20.1,523.7,210.21,34.94,206.89,79.5,42.24,353.86,49.98,39.51,52.06,37.12,64.32,41.19,80.96,79.08,48.05,84.36,33.7,98.1,127.48,74.86,37.5,70.48,135.53,133.91,104.7
2022-12-19,132.37,161.49,106.59,165.14,98.74,103.99,64.59,265.7,84.92,122.55,75.95,32.22,568.61,549.63,145.01,185.68,87.16,32.06,60.82,91.33,20.62,73.25,300.03,59.48,73.48,43.93,232.29,5.8,458.63,129.01,47.4,169.88,432.67,258.72,85.78,27.67,37.86,65.26,85.4,154.5,54.2,56.65,26.78,27.78,27.66,86.42,166.32,35.49,89.15,88.44,23.09,344.61,317.33,68.74,209.41,29.96,74.22,33.91,17.86,138.87,97.81,61.26,46.69,254.11,237.53,42.52,26.79,261.01,381.74,172.01,83.52,49.45,175.48,130.06,50.16,62.84,56.83,30.04,357.78,481.79,203.17,107.96,438.69,341.26,265.83,109.44,85.55,240.45,51.72,5.55,83.52,288.3,162.54,130.61,90.19,80.5,86.95,181.34,51.36,150.4,100.61,112.61,269.75,16.11,68.86,139.63,97.54,2.84,104.3,59.52,44.47,74.58,32.04,55.76,19.12,44.85,17.13,99.98,55.52,10.05,21.12,6.87,208.68,380.02,17.86,63.42,78.09,105.31,530.17,141.62,149.87,76.1,59.95,167.61,24.95,50.47,18.0,523.6,206.39,34.73,204.82,78.96,41.66,350.81,49.86,38.95,51.37,37.03,63.7,41.82,79.3,77.55,46.81,83.49,33.4,97.12,125.42,74.28,36.64,69.63,134.47,131.4,105.17
2022-12-20,132.3,160.58,106.49,164.33,98.07,103.5,65.05,264.75,85.19,121.77,76.23,32.17,563.16,544.02,145.7,188.29,85.92,32.19,61.54,91.34,20.61,72.77,302.0,59.37,73.09,43.81,235.14,5.71,457.82,128.45,47.37,172.67,435.36,255.6,87.02,27.76,37.85,65.52,84.97,155.91,54.97,57.44,27.8,27.36,28.74,84.77,169.08,36.09,89.63,89.02,22.965,344.49,314.84,70.01,211.49,30.46,74.03,34.49,18.16,141.28,97.1,61.48,46.65,255.44,238.8,42.53,26.44,261.8,382.18,172.92,83.29,49.37,175.67,130.69,50.18,62.79,57.11,29.7,359.64,486.15,200.86,106.69,437.36,342.95,267.25,109.71,85.16,241.8,50.68,6.28,83.52,288.19,160.85,132.19,90.37,80.94,85.65,181.23,51.32,150.46,100.92,112.1,269.54,16.1,69.63,139.77,98.18,2.95,104.49,60.41,44.53,74.69,32.2,55.81,19.08,44.92,17.42,100.0,56.13,10.54,22.23,7.59,207.66,380.54,18.07,64.32,77.59,103.44,528.5,140.34,137.8,75.62,60.8,166.09,24.96,50.65,16.61,520.21,205.41,34.71,205.36,78.32,41.86,349.67,49.67,38.82,51.53,36.99,63.55,40.98,80.78,78.06,47.13,84.75,33.54,97.24,125.61,74.22,36.56,69.65,134.44,129.87,106.69
2022-12-21,135.45,162.21,108.14,167.41,98.34,105.9,67.68,266.26,86.77,123.33,76.78,32.71,580.96,561.23,147.1,196.0,87.81,32.68,62.66,91.35,20.76,72.94,307.82,60.42,75.84,44.81,241.73,5.73,462.06,130.3,47.66,174.7,441.64,260.98,86.92,28.72,38.19,66.2,86.08,158.12,54.89,57.32,28.01,28.13,29.08,85.27,168.8,36.01,90.25,89.58,23.0,350.16,319.36,69.31,215.1,30.85,74.66,34.43,18.125,142.14,97.22,62.08,47.04,258.4,243.31,42.13,26.83,266.16,387.88,175.9,84.15,49.45,177.68,132.16,50.2,63.8,58.06,30.84,368.01,487.65,202.43,107.42,447.87,345.69,268.16,111.11,86.87,244.43,51.19,6.49,84.65,297.96,165.01,132.49,90.9,81.5,85.93,182.5,51.66,151.84,100.52,114.59,273.45,16.25,70.74,141.93,99.76,3.0,104.8,61.62,45.24,75.74,32.51,56.68,19.24,45.6,17.39,100.0,57.6,10.63,22.07,7.84,212.3,386.23,18.15,64.76,78.84,103.7,539.89,141.47,137.57,77.14,63.13,168.73,25.36,51.11,16.85,527.54,208.42,34.95,206.81,78.66,42.28,354.9,49.72,39.18,52.02,37.78,63.97,41.12,82.58,78.74,47.75,86.36,34.06,99.07,127.69,74.96,36.93,70.62,136.21,131.94,108.06
2022-12-22,132.23,163.27,108.03,163.75,98.31,97.6,63.86,265.26,83.79,120.37,76.06,31.6,555.95,553.09,145.31,188.25,87.97,32.39,61.41,91.41,20.71,72.93,302.69,60.12,74.34,43.99,237.54,5.67,458.71,129.19,47.32,172.08,435.86,258.67,86.67,28.41,37.85,65.66,85.64,156.11,54.73,56.9,28.21,27.96,28.76,85.28,166.76,35.58,88.26,87.76,22.985,345.58,316.12,68.06,212.31,30.78,74.2,33.99,17.91,140.88,97.19,61.63,46.66,253.45,240.56,41.68,25.97,263.61,382.6,173.6,83.81,49.72,177.03,130.66,50.21,63.34,57.84,30.68,365.31,479.3,199.15,107.39,409.11,341.52,265.77,111.24,86.37,238.19,49.43,6.52,83.34,297.75,153.39,133.62,90.9,80.49,85.49,181.09,51.64,152.19,100.86,110.68,266.76,16.04,70.29,140.39,98.51,2.96,103.98,60.86,44.58,75.09,32.24,55.52,19.18,44.94,17.16,100.06,56.74,10.61,21.69,7.91,203.5,380.72,18.27,64.4,78.42,103.68,539.14,139.53,125.35,75.28,62.16,164.7,24.64,50.86,15.81,527.09,208.66,34.78,205.06,78.67,41.91,349.91,49.74,38.83,51.62,38.31,64.53,40.68,82.82,77.98,47.34,84.37,33.76,97.81,124.47,74.79,36.75,70.19,136.02,128.55,105.88
2022-12-23,131.86,163.1,108.18,163.84,97.97,97.22,64.52,263.92,85.25,119.77,75.81,30.97,551.37,552.43,147.02,189.06,85.65,32.47,62.05,91.41,20.81,72.53,306.49,60.37,74.91,44.26,239.87,5.68,462.65,129.44,47.48,177.4,436.93,259.86,88.01,28.93,37.8,65.89,85.18,156.8,54.77,57.04,28.79,27.8,28.87,84.75,167.26,35.68,89.81,89.23,22.89,345.51,318.73,66.84,213.87,30.94,74.39,34.11,17.97,141.65,96.75,61.86,46.6,253.305,242.26,41.19,26.09,262.66,384.59,174.39,84.53,49.26,177.48,131.28,50.22,63.82,58.22,29.92,367.9,483.29,201.88,107.06,412.12,343.6,267.57,111.86,86.11,238.73,50.2,6.63,84.17,294.965,152.06,134.0,90.87,80.85,84.03,182.26,51.83,152.62,101.69,110.84,267.36,16.07,70.79,141.29,99.3,2.94,103.5,61.06,44.84,75.59,32.38,55.68,19.34,45.19,17.22,100.06,57.78,10.74,21.85,8.05,203.48,382.91,18.31,64.98,79.5,102.16,540.68,140.02,123.15,74.89,63.21,164.38,24.64,51.07,15.91,531.31,209.91,34.87,205.83,78.35,42.12,351.87,49.59,38.75,51.74,38.41,65.07,40.98,80.88,78.52,47.8,87.06,33.95,98.39,124.6,75.18,37.08,70.91,136.1,129.43,108.68
